Target,Buyer,
"Endeavor Energy Resources, LP","Diamondback Energy, Inc. (NasdaqGS:FANG)", 
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,, 
,,
,, 
,,
,, 
,,
,, 
,,
,, 
,,
,, 
,,
,, 
,,
,, 
,,
,, 
,,
,, 
,,
,, 
